Category,CEIRatingWeb,OrgCommonName,BrandName,CustomerFeedbackPhone,CustomerFeedbackEmail,CustomerFeedbackWebURL,OrgID,CategoryID,Non-responder
Fun & Games,50,Hasbro,Battleship; Candy Land; Chutes and Ladders; Clue; Connect Four; Easy-Bake Oven; Furby; GI Joe; Giga Pets; Jenga; Lite-Brite; Monopoly; Mousetrap; Mr. Potato Head; My Little Pony; Nerf; Operation; Play-Doh; Playskool; Risk; Scattergories; Scrabble; Sorry!;,,,http://hasbro.custhelp.com/cgi-bin/hasbro.cfg/php/enduser/ask.php?p_sid=*ImEkW9k&p_accessibility=0&p_redirect=&p_sp=cF9zcmNoPSZwX3NvcnRfYnk9JnBfZ3JpZH,561,1224,
Health & Beauty,100,Bausch & Lomb,Akreos; Alaway; Boston; Ocuvite; Optima; PreserVision; PureVision; ReNu; Sensitive Eyes; Sight Saver; SofLens,585-338-6000,,,1194,1225,
Health & Beauty,100,Boehringer Ingelheim,Dulcolax; Zantac,,webmaster@rdg.boehringer-ingelheim.com,,54237,1225,
Health & Beauty,100,Clorox,Burt's Bees,,,http://www.thecloroxcompany.com/contactus.html,1171,1225,
Health & Beauty,100,Colgate-Palmolive,Irish Spring; Mennen; Skin Bracer; Softsoap; Speedstick,,,,1190,1225,
Health & Beauty,100,Estee Lauder,Aramis; Aveda; Bobbi Brown; Clinique; M.A.C.; Origins; Prescriptives,,,http://www.esteelauder.com/customer_service/contact.tmpl,1177,1225,
Health & Beauty,100,GlaxoSmithKline,Abreva; Aquafresh; Citrucel; Commit; FiberChoice; NicoDerm CQ; Nicorette; Os-Cal; Polident; Sensodyne; Tums,888-825-5249,,,1563,1225,
Health & Beauty,100,Johnson & Johnson,Acuvue; Aveeno; Band-Aid; Benadryl; BenGay; Clean & Clear; e.p.t.; Imodium; Listerine; Monistat; Motrin; Mylanta; Neutrogena; Pepcid AC; Purell; Reach; Rolaids; Stayfree; Sudafed; Tylenol; Tylenol-PM*; Visine,,,https://secure-www.jnj.com/wps/wcm/jsp/contactUs.jsp,1228,1225,
Health & Beauty,100,Kimberly-Clark,Depends; Kleenex; Kotex; Poise; Scott,,,https://www.kimberly-clark.com/ask/kimberly-clark/united_states.asp?country=US&Label=CorporateSite&ssl=true,623,1225,
Health & Beauty,100,Merck,Afrin; Bain de Soleil; Claritin; Coppertone; Dr. Scholl's; Tinactin,,,,2060,1225,
Health & Beauty,100,Newell Rubbermaid,Goody; Solano,,,http://www.newellrubbermaid.com/public/FeedBack.aspx?page=23,1888,1225,
Health & Beauty,100,Novartis Pharmaceutical Corp.,4-Way; Benefiber; Boost; Bufferin; Comtrex; Doan's; Ex-Lax; Excedrin; Gas-X; Habitrol; Maalox; Night & Day/O2OPTIX; No-Doz; Tavist; Theraflu; Triaminic; Vagistat,,,,1502,1225,
Health & Beauty,100,Pfizer,Advil; Alavert; Anbesol; Caltrate; Centrum; ChapStick; Cortizone; Dimetapp; FiberCon; Preparation H; Robitussin,,,http://www.pfizer.com/contact/,765,1225,
Health & Beauty,100,Procter & Gamble,Always; Aussie; Clairol; CoverGirl; Crest; Fixodent; Gillette; Head & Shoulders; Herbal Essence; Ivory; Max Factor; Metamucil; Olay; Old Spice; Oral-B; Pantene; Pepto-Bismol; Puffs; Scope; Secret; Tampax; Vicks; Zest,,,http://pg.custhelp.com/app/ask,1233,1225,
Health & Beauty,100,Unilever,AXE; Brut; Caress; Closeup; Degree; Dove; Lever 2000; Organics; Pond's; Q-tips; Suave; Sunsilk; ThermaSilk; Vaseline,,,http://www.unilever.com/resource/Contactform/index.aspx,51890,1225,
Health & Beauty,90,Avon Products,ANEW; Beyond Color; Color Trend; Perfect Wear; Skin-So-Soft; Ultra Color Rich Lipstick,212-282-5000,,,1210,1225,
Health & Beauty,85,Abbott Laboratories,AdvantEdge; EAS-Myoplex; Ensure,847-937-6100,,,1761,1225,
Health & Beauty,85,Bayer,Aleve; Alka-Seltzer; Contour; Flintstones; Midol; One-A-Day; Phillips' Milk of Magnesia,,,https://secure.bayer.com/bayer/contact.aspx?lang=en,2019,1225,
Health & Beauty,85,Target,up & up,800-440-0680,,,1153,1225,
Health & Beauty,15,Alberto-Culver,Alberto VO5; Nexxus; Noxema; St. Ives; TCB; TRESemé,,,http://www.alberto.com/contact/index.aspx?ct=2941633,54,1225,X
Health & Beauty,15,L'Oréal,Garnier; Matrix; Maybelline; Redken,,,http://www.lorealusa.com/_en/_us/tools/contact/contact.aspx,19661,1225,X
Home & Garden,100,DuPont,Corian; GreenVista; Kevlar; Nomex; SentryGlas; Teflon; Tyvek; Zodiaq,,,,1170,1227,
Home & Garden,100,Herman Miller,,,,,567,1227,
Home & Garden,100,Mitchell Gold + Bob Williams*,,,,http://www.mgbwhome.com/email.asp,5077,1227,
Home & Garden,100,Monsanto,Roundup; Seminis,,,http://www.monsanto.com/whoweare/Pages/contact-us.aspx,35610,1227,
Home & Garden,100,Newell Rubbermaid,Amerock; Bernzomatic; Calphalon; Gardinia; Irwin; Kirsch; Lenox; Levolor,,,http://www.newellrubbermaid.com/public/FeedBack.aspx?page=23,1888,1227,
Home & Garden,100,Owens Corning,,,,http://www.owenscorning.com/feedback/feedback.asp?SectionNum=2,14653,1227,
Home & Garden,100,"Replacements, Ltd.*",,800-737-5223,inquire@replacements.com,,800,1227,
Home & Garden,100,Sears,Craftsman; DieHard; Kenmore,800-349-4358,,http://www.sears.com/shc/s/nb_10153_12608_NB_CSeMail?adCell=WF,1187,1227,
Home & Garden,100,Whirlpool,Amana; Gladiator; Jenn-Air; Kenmore; KitchenAid; Magic Chef; Maytag; Roper; Supermatic,866-698-2538,,http://www.whirlpool.com/custserv/email_form.jsp,1214,1227,
Home & Garden,85,Home Depot,Behr; Glacier Bay; Hampton Bay; Husky; TrafficMaster; Vigoro,800-466-3337,,http://www.homedepot.com/webapp/wcs/stores/servlet/ContentView?pn=Contact_Us&langId=-1&storeId=10051&catalogId=10053,1206,1227,
Home & Garden,85,Target,Room Essentials,800-440-0680,,,1153,1227,
Home & Garden,80,GE,Hotpoint; Monogram; Profile,,,https://www.ge.com/contact/contact_form.html?ref=http://www.ge.com/,1828,1227,
Home & Garden,80,Realogy,Better Homes and Gardens Real Estate; Century 21; Corcoran Group; Sotheby’s,,,http://www.realogy.com/contact/,54240,1227,
Home & Garden,70,KB Home,,888-524-6637,,http://www.kbhome.com/regcard/Contact.aspx,8703,1227,
Home & Garden,50,Black & Decker,Baldwin; Delta; DeWALT; Kwikset; Price Pfister; Weiser,,,http://www.blackanddecker.com/CustomerCenter/faq.aspx?question=11,8683,1227,
Home & Garden,50,Mohawk Industries,Aladdin; Dal-Tile; Durkan; Mohawk; Unilin,800-241-4494,mohawkind@mohawkind.com,,14777,1227,
Home & Garden,45,Emerson Electric,ClosetMaid; Dirt Hound; In-Sink-Erator; RIDGID; White-Rodgers,314-553-2000,,,5121,1227,
Home & Garden,38,John Deere,,,,https://secured.deere.com/en_US/deerecom/httpscontent/generalfeedback.html,14366,1227,
Home & Garden,30,Jarden,Ball; Coleman; Diamond; FoodSaver; Mr. Coffee; Oster; Sunbeam,,,,52481,1227,X
Home & Garden,30,Snap-on,,,,https://www1.snapon.com/display/router.aspx?DocID=4519&,8714,1227,X
Home & Garden,30,Williams-Sonoma,Pottery Barn; West Elm,,,http://www.williams-sonoma.com/customer-service/email-us/?cm_type=fnav,13508,1227,X
Home & Garden,15,Berkshire Hathaway,Benjamin Moore; Shaw Floors; The Pampered Chef,,berkshire@berkshirehathaway.com,,4904,1227,X
Home & Garden,15,Energizer,Eveready,,,http://www.energizer.com/Pages/enr-contact.aspx,52216,1234,X
Home & Garden,15,Fortune Brands,Aristokraft; Master Lock; MasterBrand; Moen; Omega; Schrock; Waterloo,847-484-4400,mail@fortunebrands.com,,14737,1227,X
Home & Garden,15,Lennar,Cambridge; Greystone; NuHome; Patriot; U.S. Home; Village Builders,,,http://www.lennar.com/contact/webmaster.aspx?contact=webmaster,14413,1227,X
Home & Garden,15,Masco,Alsons; American Shower & Bath; Aqua Glass; Axor; BrassCraft; Delta Faucet,313-274-7400,webmaster@mascohq.com,,14309,1227,X
Home & Garden,15,Sherwin-Williams,ArmorSeal,,,http://www.sherwin-williams.com/contact-us/sales/,14287,1227,X
Home & Garden,15,Toll Brothers,,,,,51990,1227,X
Home & Garden,0,Beazer Homes,,,,,51989,1227,X
Home & Garden,0,Kohler Co.,,800-456-4537,,,14321,1227,X
Home & Garden,0,La-Z-Boy,Bauhaus; England; Kincaid,,,http://www.la-z-boy.com/ContactUs/,52264,1227,X
Home & Garden,0,Leggett & Platt,,,,,14750,1227,X
Home & Garden,0,Sealy,Bassett; Stearns & Foster,800-697-3259,,,52505,1227,X
Household Products,100,Clorox,Brita; Formula 409; Glad; Green Works; Handi-Wipes; Kingsford; Lestoil; Liquid-Plumr; Pine-Sol; S.O.S.; Stain Out; Tilex; Tuff Stuff; Wash'n Dri,,,http://www.thecloroxcompany.com/contactus.html,1171,1228,
Household Products,100,Colgate-Palmolive,Ajax; Fabuloso; Murphy Oil Soap; Palmolive; Suavitel,,,,1190,1228,
Household Products,100,Kimberly-Clark,Cottonelle; Kleenex; Scott; Viva,,,https://www.kimberly-clark.com/ask/kimberly-clark/united_states.asp?country=US&Label=CorporateSite&ssl=true,623,1228,
Household Products,100,Newell Rubbermaid,Dymo; Expo; Liquid Paper; Paper Mate; Parker; Rolodex; Roughneck; Sharpie; Shur-Line; Uni-ball; Waterman,,,http://www.newellrubbermaid.com/public/FeedBack.aspx?page=23,1888,1228,
Household Products,100,Procter & Gamble,Bounce; Bounty; Cascade; Charmin; Cheer; Dawn; Downy; Duracell; Febreze; Gain; Joy; Mr. Clean; Puffs; Swiffer; Tide,,,http://pg.custhelp.com/app/ask,1233,1228,
Household Products,100,S.C. Johnson & Son,Drano; Fantastik; Grab-it; Glade; Nature's Source; OFF!; Oust; Pledge; Raid; Saran; Scrubbing Bubbles; Shout; Vanish; Windex; Ziploc,,,http://www.scjbrands.com/contact/index.asp,14325,1228,
Household Products,85,3M,Command; Filtrete; Nexcare; O-Cel-O; Post-it; Scotch; Scotch-Brite; Scotchguard,,,,1813,1228,
Household Products,85,Target,up & up,800-440-0680,,,1153,1228,
Household Products,30,Tupperware,,,,http://order.tupperware.com/coe/app/!tup_guide.email,54442,1228,X
Insurance & Health Care,100,Aetna,,,,,1525,1229,
Insurance & Health Care,100,AIG,AIU; American General; SunAmerica,,,https://securecontent.aig.com/_20_200054.html,1481,1229,
Insurance & Health Care,100,Allianz Life,,800-950-5872,,https://www.allianzlife.com/ContactUs/ContactUsByEmail.aspx?ID=28,4945,1229,
Insurance & Health Care,100,Allstate,American Heritage Life; Deerbrook; Encompass; Lincoln Benefit,800-255-7828,,https://messaging.allstate.com/corp.aspx,1489,1229,
Insurance & Health Care,100,Aon,Affinity,312-381-1000,,,1290,1229,
Insurance & Health Care,100,Blue Cross Blue Shield of Florida,,,,,52549,1229,
Insurance & Health Care,100,Chubb,,908-903-2000,info@chubb.com,http://www.chubb.com/contactus/writeus.html,1522,1229,
Insurance & Health Care,100,CNA Insurance,,312-822-5000,cna_help@cna.com,,1520,1229,
Insurance & Health Care,100,Hartford Financial Services,American Maturity,,,,1137,1229,
Insurance & Health Care,100,ING,ReliaStar,,sales@ingdirect.com,,5097,1229,
Insurance & Health Care,100,John Hancock,Manulife,,,https://secure.johnhancock.com/contactus/contactus_general_inquiry.html,1511,1229,
Insurance & Health Care,100,Kaiser Permanente,,,,,1508,1229,
Insurance & Health Care,100,MassMutual Life Insurance,Babson Capital; Baring Asset; C.M. Life Insurance; Cornerstone; OppenheimerFunds,,,https://www.massmutual.com/secure/emailus,1549,1229,
Insurance & Health Care,100,MetLife*,New England Life Insurance; Texas Life Insurance,,,https://www.metlife.com/individual/service/contact.html,1560,1229,
Insurance & Health Care,100,Nationwide*,Allied Insurance; Scottsdale Insurance; Titan Insurance; Victoria Insurance,800-882-2822,,https://www.nationwide.com/contact-us/mailform.x?language=en,1539,1229,
Insurance & Health Care,100,New York Life,,,,http://www.newyorklife.com/nyl/v/index.jsp?contentId=11951&vgnextoid=5bebce94229d2210a2b3019d221024301cacRCRD,1551,1229,
Insurance & Health Care,100,Pacific Mutual,,800-800-7646,,https://www.pacificlife.com/Resource/Contact+Us/ContactForm.htm,14936,1229,
Insurance & Health Care,100,Progressive,,,,https://www.progressive.com/contact-us.aspx,5042,1229,
Insurance & Health Care,100,Prudential*,,,,,1052,1229,
Insurance & Health Care,100,Sun Life Financial,,800-786-5433,USWeb_General Information@sunlife.com,,54840,1229,
Insurance & Health Care,100,TIAA-CREF,,,,https://www3.tiaa-cref.org/ContactTIAA/ContactTIAA.php,1512,1229,
Insurance & Health Care,100,UnitedHealth Group,Golden Rule Insurance; OptumHealth; Ovations; Secure Horizons; Sierra Health Services,,uhg_webmail@uhc.com,,1548,1229,
Insurance & Health Care,95,CIGNA,,,,,1104,1229,
Insurance & Health Care,95,Lincoln National,,,,,1132,1229,
Insurance & Health Care,95,Principal Financial,,,,https://secure05.principal.com/corp/webreply/getNoneOfThese,1108,1229,
Insurance & Health Care,95,WellPoint,Anthem; Blue Cross Blue Shield; Lumenos; Unicare,317-532-6000,,,1557,1229,
Insurance & Health Care,93,Group Health Cooperative,,,,http://www.ghc.org/customerservice/sendmail.jhtml?form=complimentsComplaints,1500,1229,
Insurance & Health Care,93,Harvard Pilgrim Health Care,,888-888-4742,,,1498,1229,
Insurance & Health Care,93,Health Net,,800-291-6911,,,1537,1229,
Insurance & Health Care,90,Blue Cross Blue Shield of North Carolina,,,,,35669,1229,
Insurance & Health Care,90,Group Health Permanente,,,,,54924,1229,
Insurance & Health Care,88,American Family Insurance Group,,800-692-6326,,,14567,1229,
Insurance & Health Care,88,Unum,Colonial; Provident,,,http://www.unum.com/contactus/corporate.aspx,1542,1229,
Insurance & Health Care,85,Quest Diagnostics,,,,,4894,1229,
Insurance & Health Care,85,Selective Insurance,,,,http://www.selective.com/WebApplications/EDS/PublicSite/Customer_Support/ContactUs.aspx,52347,1229,
Insurance & Health Care,85,Travelers,,,,https://secure.travelers.com/contact-us.aspx,856,1229,
Insurance & Health Care,80,Mutual of Omaha Insurance,,,,http://www.mutualofomaha.com/contact/,1087,1229,
Insurance & Health Care,80,State Farm,,,,https://online.statefarm.com/apps/contactSF/pages/commentsSuggestions.asp,1497,1229,
Insurance & Health Care,80,Zurich,21st Century Insurance; Farmers,,,https://www.zurichna.com/zna/services/forms/contactform.htm,35619,1229,
Insurance & Health Care,65,CUNA Mutual Insurance,,800-356-2644,,,1515,1229,
Insurance & Health Care,65,Vision Service Plan,,,,https://www.vsp.com/contact-email2.html?form.options=comments,1553,1229,
Insurance & Health Care,50,Owens & Minor,MediChoice,804-723-7000,,,1585,1229,
Insurance & Health Care,45,Guardian Life,Berkshire Life; Park Avenue Life; Sentinel American Life,,,http://www.glic.com/service_center/contact_us.html,14536,1229,
Insurance & Health Care,45,Humana,,,,,161,1229,
Insurance & Health Care,40,AEGON,Merrill Lynch Life Insurance; Stonebridge; Transamerica,,,http://www.aegon.com/en/Home/About/Contact-us/,43508,1229,
Insurance & Health Care,30,AFLAC,,800-992-3522,,http://www.aflac.com/apps/contact_customer_service.aspx?iframe=true&width=385px&height=620px,38,1229,X
Insurance & Health Care,30,CNO Financial,Bankers Life; Colonial Penn; Conseco,,,,14563,1229,X
Insurance & Health Care,30,Northwestern Mutual,Frank Russell,414-271-1444,,https://service.nmfn.com/webforms/nmfnForms/GenComments.html?name=null&email=fromNMFN&tmplatecde=null&legalid=null&postto=thenetwork.nmfn.com&agentnum,1564,1229,X
Insurance & Health Care,15,Assurant,,,,http://www.assurant.com/inc/assurant/contact/email_inc.html,51981,1229,X
Insurance & Health Care,15,Berkshire Hathaway,GEICO; National Indemnity,,berkshire@berkshirehathaway.com,,4904,1229,X
Insurance & Health Care,15,Hanover Insurance,,,,http://www.hanover.com/thg/contact/,14774,1229,X
Insurance & Health Care,15,Liberty Mutual,Safeco,800-344-0197,PresidentialSVCTeam@libertymutual.com,http://www.libertymutualgroup.com/omapps/ContentServer?pagename=LMGroup/Views/LMG&ft=1&fid=1138364707731,1486,1229,X
Insurance & Health Care,0,Genworth,,888-436-9678,,http://www.genworth.com/content/contact_us/contact_request_postableForm.html,52414,1229,X
Insurance & Health Care,0,USAA,,,,,911,1229,X
Kids,100,Bright Horizons Family Solutions,Brookfield Academies; College Coach; Lipton Child Care,617-673-8000,,,43073,1230,
Kids,100,Bristol-Myers Squibb,Enfamil,,,http://www.bms.com/contact/Pages/home.aspx,1218,1230,
Kids,100,Kimberly-Clark,GoodNites; Huggies; Little Swimmers; Pull-Ups,,,https://www.kimberly-clark.com/ask/kimberly-clark/united_states.asp?country=US&Label=CorporateSite&ssl=true,623,1230,
Kids,100,Newell Rubbermaid,Aprica; Graco; Teutonia,,,http://www.newellrubbermaid.com/public/FeedBack.aspx?page=23,1888,1230,
Kids,100,Procter & Gamble,Luvs; Pampers,,,http://pg.custhelp.com/app/ask,1233,1230,
Kids,85,Abbott Laboratories,Pedialyte; PediaSure; Similac,847-937-6100,,,1761,1230,
Kids,85,Bayer,Flintstones Vitamins,,,https://secure.bayer.com/bayer/contact.aspx?lang=en,2019,1230,
Newsstand,100,American Express,Food & Wine; Travel & Leisure,800-528-4800,,,1095,1235,
Newsstand,100,McGraw-Hill,Architectural Record; BusinessWeek; JD Power & Associates; Macmillan; Standard & Poor's,877-833-5524,customer.service@mcgraw-hill.com,,663,1235,
Newsstand,100,New York Times,About.com; The Boston Globe; The International Herald Tribune,,,http://www.nytimes.com/membercenter/formh.html,1312,1235,
Newsstand,100,Time Warner,Cooking Light; Entertainment Weekly; Essence; Fortune; InStyle; Money; People; Real Simple; Southern Living; Sports Illustrated; Time,,,,886,1235,
Newsstand,100,United Business Media,CRN; EE Times; InformationWeek; Network Computing,,,,1277,1235,
Newsstand,65,Gannett,Clipper Magazine; USA Today,,,http://www.gannett.com/contactus.htm,518,1235,
Newsstand,50,Scholastic,Encyclopedia Americana,,,http://scholastic.custhelp.com/app/ask,1241,1235,X
Newsstand,30,News Corp.,Barron's; Dow Jones; HarperCollins; INSIDEout; MarketWatch; New York Post; SmartMoney; The Wall Street Journal,,,,35551,1235,X
Newsstand,30,Tribune,Baltimore Sun; Chicago Tribune; Los Angeles Times,312-222-9100,,,4892,1235,X
Newsstand,30,Washington Post,Cable One; Express; Kaplan; Slate,,,http://www.washingtonpost.com/wp-srv/contactus/index.html,1310,1235,X
Newsstand,15,Reader's Digest,,,,http://www.rd.com/your-america-inspiring-people-and-stories/contact-the-editors/article27604.html,1403,1235,X
Oil & Gas,100,BP*,Arco; Castrol,,,,1776,1222,
Oil & Gas,100,Chevron*,Caltex; Texaco,,,,1807,1222,
Oil & Gas,100,Shell Oil*,,713-241-6161,,,1810,1222,
Oil & Gas,70,ConocoPhillips,76; Conoco; Phillips 66,,,http://www.conocophillips.com/EN/utilities/contact/pages/questions_company.aspx,1769,1222,
Oil & Gas,35,Valero Energy,Diamond Shamrock; Stop N Go; Ultramar,800-324-8464,,http://www.valero.com/contactus/Pages/ConsumerContacts.aspx,5120,1222,X
Oil & Gas,20,Marathon Oil,Speedway SuperAmerica,866-462-7284,CustRelations@marathonpetroleum.com,,4901,1222,
Oil & Gas,15,Hess,,212-997-8500,webmaster@hess.com,,61,1222,X
Oil & Gas,15,Sunoco,,800-786-6261,,,1961,1222,X
Oil & Gas,15,Tesoro,,,,https://www.piersystem.com/go/inquiry/1406/,14657,1222,X
Oil & Gas,0,ExxonMobil,Esso; Exxon; Mobil,,,http://www.exxonmobil.com/imports/contactus/contactus_contact.aspx,1817,1222,
Pet Care,100,Clorox,Fresh Step; Scoop Away,,,http://www.thecloroxcompany.com/contactus.html,1171,1231,
Pet Care,100,Colgate-Palmolive,Hill's Prescription Diet; Hill's Science Diet,,,,1190,1231,
Pet Care,100,Novartis Pharmaceutical Corp.,Interceptor,,,,1502,1231,
Pet Care,100,Procter & Gamble,Eukanuba; Iams,,,http://pg.custhelp.com/app/ask,1233,1231,
Pet Care,75,Nestlé Purina,Alpo; Beggin' Strips; Beneful; Cat Chow; Deli-Cat; Dog Chow; Fancy Feast; Friskies; Puppy Chow; Purina ONE; TBonz; Tidy Cats,,,http://register.purina.com/content/ContactUs?sourcebrand=18,795,1231,
Pet Care,73,Mars,Cesar; Pedigree; Royal Canin; Sheba; Whiskas,,,http://www.mars.com/global/contact-us.aspx,14781,1231,
Restaurants,100,Brinker,Chili's; Maggiano's Little Italy; On The Border Mexican Grill & Cantina,,,http://www.brinker.com/contact/comments.asp,35681,1221,
Restaurants,100,Carlson,Pick Up Stix; T.G.I. Friday's,763-212-5000,,,14338,1221,
Restaurants,100,Starbucks*,Seattle’s Best Coffee,,,http://www.starbucks.com/customer-service/contact/company-information-form,1168,1221,
Restaurants,85,McDonald's,,,,http://www.mcdonalds.com/us/en/contact_us/other_topics/other_topics.html,1199,1221,
Restaurants,80,Darden Restaurants,Bahama Breeze; The Capital Grille; Longhorn Steakhouse; Olive Garden; Red Lobster; Seasons 52,407-245-4000,communityaffairs@darden.com,,1459,1221,
Restaurants,78,The Palm,,,customercare@thepalm.com,,54454,1221,
Restaurants,73,Burger King,,305-378-3535,,,54824,1221,
Restaurants,65,Yum! Brands,A&W; KFC; Long John Silver's; Pizza Hut; Taco Bell; WingStreet,,,,5015,1221,
Restaurants,60,Domino's Pizza,,,,https://info.dominos.com/dominos_pizza/contact.nsf/frmContact?openform,5016,1221,
Restaurants,55,Cracker Barrel Old Country Store,,800-333-9566,,http://www.crackerbarrel.com/contact-general.cfm,13412,1221,
Restaurants,30,Chipotle,,,,http://www.chipotle.com/en-US/fan-antics/talk_to_us/talk_to_us.aspx,54464,1221,X
Restaurants,30,Wendy's/Arby's,Arby's; Wendy's,,,http://storefind.talktowendys.com/Default.aspx?s=2&l=en,19685,1221,X
Restaurants,15,Berkshire Hathaway,Dairy Queen,,berkshire@berkshirehathaway.com,,4904,1221,X
Restaurants,15,Bob Evans,,,,http://www.bobevans.com/contactus/default.aspx,52470,1221,X
Restaurants,15,Jack in the Box,Qdoba Mexican Grill,,,,52256,1221,X
Restaurants,0,Krispy Kreme,,,,http://www.krispykreme.com/about-us/contact-us,19760,1221,X
Restaurants,0,OSI Restaurant Partners,Bonefish Grill; Carrabba's Italian Grill; Cheeseburger in Paradise; Fleming's Prime Steakhouse; Outback Steakhouse,,,,52300,1221,X
Retailers,100,Barnes & Noble,,800-843-2665,,http://www.barnesandnoble.com/help/customer_service/morehelp.asp?cds2Pid=8510,1201,1236,
Retailers,100,Borders,Waldenbooks,,,http://www.borders.com/online/store/CustomerServiceView_ContactUsContent,2006,1236,
Retailers,100,Costco,,,,,1452,1236,
Retailers,100,eBay,Half.com; Shopping.com; StubHub,,,https://signin.ebay.com/ws/eBayISAPI.dll?SignIn&UsingSSL=1&pUserId=&co_partnerId=2&siteid=0&ru=http%3A%2F%2Fcontact.ebay.com%2Fws%2FeBayISAPI.dll%3FSh,35665,1236,
Retailers,100,Food Lion,Bloom; Bottom Dollar Food; Harveys,,,http://apps.foodlion.com/CustomerRelations/default.aspx,43541,1236,
Retailers,100,GameStop,EB Games,,orders@gamestop.com,,52087,1236,
Retailers,100,Hallmark Cards,,800-425-5627,,http://hallmark.custhelp.com/app/ask/session/L2F2LzEvc2lkL3NCMmJjR2Fr,14792,1236,
Retailers,100,REI,,,,http://www.rei.com/help/feedback/feedback.html,1229,1236,
Retailers,100,Sears,Kmart,800-349-4358,,http://www.sears.com/shc/s/nb_10153_12608_NB_CSeMail?adCell=WF,1187,1236,
Retailers,100,Staples,Corporate Express,,,http://www.staples.com/sbd/content/help/contact/other_quest.html,1167,1236,
Retailers,100,SUPERVALU,Acme Markets; Albertsons; Bristol Farms; Cub Foods; Farm Fresh; Hornbacher's; Jewel-Osco; Osco Pharmacy; Sav-on; Save-A-Lot; Shaws; Shop 'n Save; Shoppers Food; Sunflower Market,,,http://www.supervalu.com/sv-webapp/contact/contact.jsp,454,1236,
Retailers,100,TJX,HomeGoods,508-390-1000,,,868,1236,
Retailers,100,Walgreens,Duane Reade,,,http://www.walgreens.com/marketing/contactus/forms.jsp?h1=Customer%20service%20&h2=Other%20service&h3=Corporate&h4=consumer,989,1236,
Retailers,95,Amazon.com,Zappos.com,,,,4994,1236,
Retailers,95,Limited Brands,Bath & Body Works; C.O. Bigelow; Victoria's Secret; White Barn Candle Company,614-415-7000,,,1870,1236,
Retailers,95,OfficeMax,,,,https://www.officemax.com/customerservice/generalInquiry.jsp?tabType=general,8684,1236,
Retailers,95,Safeway,,,,http://www.safeway.com/IFL/Grocery/Comments#iframetop,1467,1236,
Retailers,90,CVS,Caremark Pharmacy,,,https://www.cvs.com/CVSApp/help/help_contact_us_form.jsp?loggedinUser=false,4908,1236,
Retailers,85,Best Buy,Future Shop; Geek Squad; Magnolia Home Theater,,,http://www.bestbuy.com/site/olspage.jsp?id=cat12104&type=page,14335,1236,
Retailers,85,Home Depot,,800-466-3337,,http://www.homedepot.com/webapp/wcs/stores/servlet/ContentView?pn=Contact_Us&langId=-1&storeId=10051&catalogId=10053,1206,1236,
Retailers,85,Rite Aid,,,,http://www.riteaid.com/contact_us/contact_customer_service.jsf,1200,1236,
Retailers,85,Target,,800-440-0680,,,1153,1236,
Retailers,85,Whole Foods,,,,http://www.wholefoodsmarket.com/company/service.php,1456,1236,
Retailers,83,Hannaford Brothers,,,,http://www.hannaford.com/content.jsp?pageName=CustomerService&leftNavArea=AboutLeftNav,555,1236,
Retailers,83,Hanover Direct,The Company Store; Domestications,,information@hanoverdirect.com,,55065,1236,
Retailers,83,Harry & David,,,,https://www.harryanddavid.com/gifts/store/BECContactUsView?catalogId=10002&langId=-1&storeId=10455&krypto=AuS2A9Vk06lgSW6tZeKDyg%3D%3D&ddkey=http:BECC,14959,1236,
Retailers,78,Ahold USA,Giant; Martin's; Peapod; Stop & Shop,,,http://www.ahold.com/en/contact,1470,1236,
Retailers,75,H-E-B,Central Marketplace; Gas 'N Go,,,http://www.heb.com/hebonline/contact-us/contact-us.jsp,14783,1236,
Retailers,75,Kroger,Baker's; Dillon Food Stores; Fred Meyer; Kwik Shop; Quality Food Centers; Quik Stop; Ralphs; Turkey Hill Minit Markets,,,https://customer.kroger.com/comments/comments.aspx,1465,1236,
Retailers,70,Toys 'R' Us,Babies 'R' Us,,,http://www.toysrus.com/helpdesk/index.jsp?display=store&subdisplay=contact&stillHaveQuestion=yes,1185,1236,
Retailers,45,Office Depot,,,,http://www.officedepot.com/customerservice/customerServiceDisplay.do,1172,1236,
Retailers,40,RadioShack,,,,,872,1236,X
Retailers,40,Wal-Mart,Marketside; Sam's Club,,,,1192,1236,
Retailers,30,Bed Bath & Beyond,Christmas Tree Shops,800-462-3966,,https://www.bedbathandbeyond.com/contactUs.asp?,43062,1236,X
Retailers,30,Lowe's,,,,http://www.lowes.com/webapp/wcs/stores/servlet/ContactUsCategoryFAQPageView?storeId=10151&catalogId=10051&faqId=51,5046,1236,X
Retailers,30,PetSmart,,,,http://www.petsmart.com/helpdesk/index.jsp?display=store&subdisplay=contact&stillHaveQuestion=yes,19694,1236,X
Retailers,30,Williams-Sonoma,Pottery Barn; West Elm,,,http://www.williams-sonoma.com/customer-service/email-us/?cm_type=fnav,13508,1236,X
Retailers,20,Meijer,,,,http://www.meijer.com/custserv/contactus.jsp,14782,1236,
Retailers,15,Ace Hardware,,,,http://www.acehardware.com/helpdesk/index.jsp?subdisplay=contact&display=store,1156,1236,X
Retailers,15,Big Lots,,,,http://www.biglots.com/contact/emailus.aspx?cookieCheck=true,2023,1236,X
